window_size,Machining_Process,num_windows,k,silhouette_score,davies_bouldin_score,calinski_harabasz_score,bic,aic,cluster_sizes
20,Layer 2 Up,273,9,0.16995492479825164,1.6332908117768996,51.91854414066197,21778.59149323093,12036.627118026727,"{np.int64(0): np.int64(79), np.int64(1): np.int64(2), np.int64(2): np.int64(10), np.int64(3): np.int64(51), np.int64(4): np.int64(18), np.int64(5): np.int64(9), np.int64(6): np.int64(13), np.int64(7): np.int64(8), np.int64(8): np.int64(83)}"
20,Layer 3 Down,201,2,0.4711084003406778,1.5541682536338244,37.59324551702909,18928.537667432473,17108.41666309192,"{np.int64(0): np.int64(17), np.int64(1): np.int64(184)}"
20,Layer 3 Down,201,3,0.3182436201985271,1.7556705821149077,24.41573678323535,19746.68395489933,17014.850795934475,"{np.int64(0): np.int64(4), np.int64(1): np.int64(169), np.int64(2): np.int64(28)}"
20,Layer 3 Down,201,4,0.33628845289167647,1.6195039412503818,26.458999398419166,18595.364875145395,14951.819561556236,"{np.int64(0): np.int64(4), np.int64(1): np.int64(167), np.int64(2): np.int64(22), np.int64(3): np.int64(8)}"
20,Layer 3 Down,201,5,0.35353348090181885,1.5164001663529376,31.431360424717354,17443.154300949554,12887.896832736089,"{np.int64(0): np.int64(4), np.int64(1): np.int64(139), np.int64(2): np.int64(13), np.int64(3): np.int64(8), np.int64(4): np.int64(37)}"
20,Layer 3 Down,201,6,0.35495525600424865,1.5080686642645933,27.473020594015452,18114.375998473326,12647.406375635555,"{np.int64(0): np.int64(4), np.int64(1): np.int64(139), np.int64(2): np.int64(12), np.int64(3): np.int64(4), np.int64(4): np.int64(37), np.int64(5): np.int64(5)}"
20,Layer 3 Down,201,7,0.3205197931071315,1.4136417071149139,30.58761156662574,16685.033004574176,10306.3512271121,"{np.int64(0): np.int64(4), np.int64(1): np.int64(128), np.int64(2): np.int64(11), np.int64(3): np.int64(4), np.int64(4): np.int64(41), np.int64(5): np.int64(5), np.int64(6): np.int64(8)}"
20,Layer 3 Down,201,8,0.3074814582040536,1.4002461313050407,30.52667823170241,15825.595417507575,8535.201485421194,"{np.int64(0): np.int64(4), np.int64(1): np.int64(122), np.int64(2): np.int64(32), np.int64(3): np.int64(6), np.int64(4): np.int64(5), np.int64(5): np.int64(8), np.int64(6): np.int64(16), np.int64(7): np.int64(8)}"
20,Layer 3 Down,201,9,0.3123330782106176,1.3445340759178843,29.59610530221175,15718.106405979457,7516.000319268773,"{np.int64(0): np.int64(4), np.int64(1): np.int64(120), np.int64(2): np.int64(31), np.int64(3): np.int64(6), np.int64(4): np.int64(5), np.int64(5): np.int64(8), np.int64(6): np.int64(15), np.int64(7): np.int64(7), np.int64(8): np.int64(5)}"
20,Layer 3 Up,239,2,0.23482220640665938,1.9825235973624311,43.07507944809724,24011.191986980462,21928.790319373486,"{np.int64(0): np.int64(141), np.int64(1): np.int64(98)}"
20,Layer 3 Up,239,3,0.244517296906362,1.765159955891523,34.7088727255662,22975.452556832555,19850.111823646126,"{np.int64(0): np.int64(141), np.int64(1): np.int64(82), np.int64(2): np.int64(16)}"
20,Layer 3 Up,239,4,0.27956878316746603,1.493016261743537,49.382229478568874,20836.81499341722,16668.53519465134,"{np.int64(0): np.int64(125), np.int64(1): np.int64(77), np.int64(2): np.int64(16), np.int64(3): np.int64(21)}"
20,Layer 3 Up,239,5,0.28621901671423294,1.5281582289459021,43.85507928104176,19354.467516458917,14143.248652113582,"{np.int64(0): np.int64(122), np.int64(1): np.int64(77), np.int64(2): np.int64(14), np.int64(3): np.int64(17), np.int64(4): np.int64(9)}"
20,Layer 3 Up,239,6,0.2898295024664419,1.665344930333646,38.51521717142455,18155.199826176533,11901.041896251743,"{np.int64(0): np.int64(121), np.int64(1): np.int64(76), np.int64(2): np.int64(14), np.int64(3): np.int64(10), np.int64(4): np.int64(9), np.int64(5): np.int64(9)}"
20,Layer 3 Up,239,7,0.29901697441352987,1.4556434334855932,40.72769477235644,18296.954659955594,10999.857664451352,"{np.int64(0): np.int64(121), np.int64(1): np.int64(70), np.int64(2): np.int64(14), np.int64(3): np.int64(7), np.int64(4): np.int64(9), np.int64(5): np.int64(7), np.int64(6): np.int64(11)}"
20,Layer 3 Up,239,8,0.30495548717550086,1.3250943419490206,36.93347405061972,20907.67443035485,12567.638369271157,"{np.int64(0): np.int64(126), np.int64(1): np.int64(71), np.int64(2): np.int64(16), np.int64(3): np.int64(2), np.int64(4): np.int64(4), np.int64(5): np.int64(8), np.int64(6): np.int64(5), np.int64(7): np.int64(7)}"
20,Layer 3 Up,239,9,0.16811775680648064,1.5866495434016759,34.3421440124381,21217.68553555761,11834.710408894465,"{np.int64(0): np.int64(45), np.int64(1): np.int64(69), np.int64(2): np.int64(16), np.int64(3): np.int64(2), np.int64(4): np.int64(4), np.int64(5): np.int64(8), np.int64(6): np.int64(5), np.int64(7): np.int64(7), np.int64(8): np.int64(83)}"
